CUST_ID,CUST_NAME,CUST_SEGMENT,POSTAL_CODE,CITY,STATE,REGION
3128,Cathy Burgess,Small Business,71109,Shreveport,Louisiana,South
3235,Aaron Davies Bruce,Home Office,90210,Beverly Hills,California,West
3235,Aaron Davies Bruce,Home Office,90210,Beverly Hills,California,West
3235,Aaron Davies Bruce,Home Office,90210,Beverly Hills,California,West
3235,Aaron Davies Bruce,Home Office,90210,Beverly Hills,California,West
262,Leah MacDonald,Home Office,44105,Cleveland,Ohio,East
1750,Constance Britt,Home Office,73110,Midwest City,Oklahoma,Central
3195,John House,Consumer,48183,Trenton,Michigan,Central
2122,Carolyn Fisher,Consumer,72116,Sherwood,Arkansas,South
2453,George Yates,Home Office,35209,Homewood,Alabama,South
64,Lynn Morrow,Small Business,24153,Salem,Virginia,South
64,Lynn Morrow,Small Business,24153,Salem,Virginia,South
64,Lynn Morrow,Small Business,24153,Salem,Virginia,South
3385,Daniel Richmond,Corporate,44512,Boardman,Ohio,East
3385,Daniel Richmond,Corporate,44512,Boardman,Ohio,East
2062,Alfred Singh,Corporate,23111,Mechanicsville,Virginia,South
2067,Theresa Desai,Corporate,98387,Elk Plain,Washington,West
2067,Theresa Desai,Corporate,98387,Elk Plain,Washington,West
2489,Craig Liu,Home Office,94521,Concord,California,West
35,Milton Bland,Small Business,97030,Gresham,Oregon,West
3069,Tiffany Merrill,Consumer,55128,Oakdale,Minnesota,Central
3069,Tiffany Merrill,Consumer,55128,Oakdale,Minnesota,Central
2639,Marianne Connor,Consumer,88201,Roswell,New Mexico,West
1657,Janet Carroll,Small Business,15131,McKeesport,Pennsylvania,East
1657,Janet Carroll,Small Business,15131,McKeesport,Pennsylvania,East
3366,Dana Boyle,Home Office,45373,Troy,Ohio,East
3366,Dana Boyle,Home Office,45373,Troy,Ohio,East
3367,Renee McKenzie,Home Office,43221,Upper Arlington,Ohio,East
3367,Renee McKenzie,Home Office,43221,Upper Arlington,Ohio,East
2114,Paige Mason,Corporate,23518,Norfolk,Virginia,South
914,Marianne Cochran,Home Office,78521,Brownsville,Texas,Central
973,Victor Godfrey,Corporate,95677,Rocklin,California,West
973,Victor Godfrey,Corporate,95677,Rocklin,California,West
166,Vicki Hauser,Consumer,37087,Lebanon,Tennessee,South
2639,Marianne Connor,Consumer,88201,Roswell,New Mexico,West
3043,Ruby Horowitz,Corporate,66104,Kansas City,Kansas,Central
3043,Ruby Horowitz,Corporate,66104,Kansas City,Kansas,Central
1831,Audrey Hendricks,Corporate,15146,Monroeville,Pennsylvania,East
1983,Gene Wu Vaughan,Consumer,29651,Greer,South Carolina,South
3255,Maureen Whitley,Home Office,33319,Tamarac,Florida,South
2825,Carole Rosen,Consumer,83701,Boise,Idaho,West
2825,Carole Rosen,Consumer,83701,Boise,Idaho,West
2825,Carole Rosen,Consumer,83701,Boise,Idaho,West
688,Ashley Reese,Small Business,63116,Saint Louis,Missouri,Central
688,Ashley Reese,Small Business,63116,Saint Louis,Missouri,Central
326,Brenda May,Consumer,60510,Batavia,Illinois,Central
326,Brenda May,Consumer,60510,Batavia,Illinois,Central
143,Leigh Ivey,Small Business,6360,Norwich,Connecticut,East
141,Toni Daly,Small Business,93277,Visalia,California,West
1828,Stacey Lucas,Corporate,50613,Cedar Falls,Iowa,Central
1357,Marguerite Yu,Home Office,78596,Weslaco,Texas,Central
1893,Melanie Burgess,Consumer,63119,Webster Groves,Missouri,Central
1595,Chad Henson,Corporate,25705,Huntington,West Virginia,East
1595,Chad Henson,Corporate,25705,Huntington,West Virginia,East
1595,Chad Henson,Corporate,25705,Huntington,West Virginia,East
2579,Marshall Sutherland,Home Office,36869,Phenix City,Alabama,South
1836,Dwight Albright Huffman,Home Office,94110,San Francisco,California,West
2442,Natalie Aldridge,Consumer,32953,Merritt Island,Florida,South
2884,Stuart C Robinson,Consumer,44039,North Ridgeville,Ohio,East
2114,Paige Mason,Corporate,23518,Norfolk,Virginia,South
2114,Paige Mason,Corporate,23518,Norfolk,Virginia,South
1653,Charles Cline,Corporate,91360,Thousand Oaks,California,West
2018,Tracey Garcia,Home Office,15235,Penn Hills,Pennsylvania,East
2018,Tracey Garcia,Home Office,15235,Penn Hills,Pennsylvania,East
1452,Jessica Teague,Corporate,6795,Watertown,Connecticut,East
1445,Victor Hansen,Small Business,63135,Ferguson,Missouri,Central
2301,Sally Padgett,Corporate,34683,Palm Harbor,Florida,South
2984,Kelly Burnette,Corporate,55345,Minnetonka,Minnesota,Central
546,Pam Francis,Corporate,78666,San Marcos,Texas,Central
3092,Eric Dennis,Corporate,12306,Schenectady,New York,East
936,Robyn Garner,Corporate,92374,Redlands,California,West
1347,Vivian Goldstein,Home Office,33511,Brandon,Florida,South
1347,Vivian Goldstein,Home Office,33511,Brandon,Florida,South
1565,Carl Solomon,Small Business,33441,Deerfield Beach,Florida,South
1195,Kara Payne,Consumer,4005,Biddeford,Maine,East
2770,Joel Burnette,Home Office,30338,Dunwoody,Georgia,South
2770,Joel Burnette,Home Office,30338,Dunwoody,Georgia,South
2443,Danny Richmond,Corporate,33142,Miami,Florida,South
3089,Sandy Cannon,Corporate,66209,Leawood,Kansas,Central
665,Miriam Mueller,Corporate,37130,Murfreesboro,Tennessee,South
432,Peter Creech,Small Business,6010,Bristol,Connecticut,East
435,Elisabeth Bullock,Small Business,4101,Portland,Maine,East
380,Marian Bryant,Corporate,61008,Belvidere,Illinois,Central
383,Renee Alston,Corporate,19026,Drexel Hill,Pennsylvania,East
61,Charlotte Stanton,Corporate,77471,Rosenberg,Texas,Central
824,Joann Moser,Small Business,37174,Spring Hill,Tennessee,South
824,Joann Moser,Small Business,37174,Spring Hill,Tennessee,South
824,Joann Moser,Small Business,37174,Spring Hill,Tennessee,South
3051,Josephine Herbert,Corporate,7501,Paterson,New Jersey,East
2973,Sally Liu,Home Office,53151,New Berlin,Wisconsin,Central
2973,Sally Liu,Home Office,53151,New Berlin,Wisconsin,Central
3285,Ricky Garner,Corporate,20170,Herndon,Virginia,South
2655,Benjamin Lam,Consumer,30318,Atlanta,Georgia,South
2655,Benjamin Lam,Consumer,30318,Atlanta,Georgia,South
613,Lynda Martinez,Home Office,97301,Salem,Oregon,West
2512,Frances Holt,Home Office,2138,Cambridge,Massachusetts,East
152,Kent Kerr,Consumer,37918,Knoxville,Tennessee,South
1139,Stacey Davenport,Home Office,77381,The Woodlands,Texas,Central
1139,Stacey Davenport,Home Office,77381,The Woodlands,Texas,Central
2026,Keith Pittman,Small Business,54915,Appleton,Wisconsin,Central
1763,Lucy Levine,Consumer,32725,Deltona,Florida,South
412,Paige Bowden,Consumer,4401,Bangor,Maine,East
415,Jimmy Woodward,Consumer,7111,Irvington,New Jersey,East
759,Bernice F Day,Small Business,62301,Quincy,Illinois,Central
2954,William Sharma,Consumer,55119,Maplewood,Minnesota,Central
2954,William Sharma,Consumer,55119,Maplewood,Minnesota,Central
2954,William Sharma,Consumer,55119,Maplewood,Minnesota,Central
2685,Kathryn Wolfe,Small Business,11803,Plainview,New York,East
546,Pam Francis,Corporate,78666,San Marcos,Texas,Central
679,Katie Dougherty,Corporate,98387,Spanaway,Washington,West
451,Joyce Murray,Home Office,94024,Los Altos,California,West
452,Leslie Rowland,Home Office,93635,Los Banos,California,West
1767,Robert Rollins,Home Office,30265,Newnan,Georgia,South
3113,Wayne English,Corporate,70560,New Iberia,Louisiana,South
3113,Wayne English,Corporate,70560,New Iberia,Louisiana,South
3113,Wayne English,Corporate,70560,New Iberia,Louisiana,South
1526,Larry Hall,Small Business,35211,Birmingham,Alabama,South
542,Jim Shah,Home Office,92704,Santa Ana,California,West
125,Linda Faulkner,Consumer,75088,Rowlett,Texas,Central
126,James Osborne,Consumer,76903,San Angelo,Texas,Central
3172,Gilbert Washington,Home Office,92277,Twentynine Palms,California,West
3151,Glenda Hunter,Corporate,92277,Twentynine Palms,California,West
3151,Glenda Hunter,Corporate,92277,Twentynine Palms,California,West
3076,Peter Hardy,Small Business,44224,Stow,Ohio,East
3076,Peter Hardy,Small Business,44224,Stow,Ohio,East
3077,Lynne Reid,Small Business,44136,Strongsville,Ohio,East
1546,Tommy Mullins,Corporate,46060,Noblesville,Indiana,Central
1546,Tommy Mullins,Corporate,46060,Noblesville,Indiana,Central
1544,Joanna Beatty,Corporate,60544,Plainfield,Illinois,Central
485,Edward Leonard,Corporate,93727,Fresno,California,West
2947,Kathy Turner,Consumer,14043,Depew,New York,East
49,Terri Lyons,Corporate,60107,Streamwood,Illinois,Central
3375,Jonathan Hong,Home Office,20832,Olney,Maryland,East
593,Joel Huffman,Consumer,60517,Woodridge,Illinois,Central
1938,Franklin Spencer,Corporate,66801,Emporia,Kansas,Central
956,Tom Wiley,Consumer,19901,Dover,Delaware,East
957,Brooke M Wood,Consumer,19711,Newark,Delaware,East
957,Brooke M Wood,Consumer,19711,Newark,Delaware,East
1625,Molly Browning,Home Office,11542,Glen Cove,New York,East
1625,Molly Browning,Home Office,11542,Glen Cove,New York,East
1625,Molly Browning,Home Office,11542,Glen Cove,New York,East
2004,James Dickinson Ball,Home Office,59715,Bozeman,Montana,West
1726,Robyn Buchanan,Small Business,45424,Huber Heights,Ohio,East
1726,Robyn Buchanan,Small Business,45424,Huber Heights,Ohio,East
403,Toni Christian,Small Business,4401,Bangor,Maine,East
401,Teresa Brewer,Small Business,95240,Lodi,California,West
2115,Jeffrey Lloyd,Corporate,22124,Oakton,Virginia,South
3043,Ruby Horowitz,Small Business,66104,Kansas City,Kansas,Central
1279,Josephine Rao,Corporate,46324,Hammond,Indiana,Central
2714,Regina Phillips,Corporate,49508,Kentwood,Michigan,Central
2714,Regina Phillips,Corporate,49508,Kentwood,Michigan,Central
1053,George Bowen,Corporate,85351,Sun City,Arizona,West
2131,Mary Hewitt,Corporate,64118,Gladstone,Missouri,Central
2131,Mary Hewitt,Corporate,64118,Gladstone,Missouri,Central
2227,Wallace Mack,Corporate,15239,Plum,Pennsylvania,East
354,Joanna Hill,Home Office,85338,Goodyear,Arizona,West
1777,Miriam Greenberg,Consumer,46383,Valparaiso,Indiana,Central
2110,Clyde Norman,Corporate,28540,Jacksonville,North Carolina,South
313,Ruth Stout,Corporate,94404,Foster City,California,West
1315,Adam Saunders Gray,Home Office,80906,Colorado Springs,Colorado,West
1316,Marion Lindsey,Home Office,80022,Commerce City,Colorado,West
1316,Marion Lindsey,Home Office,80022,Commerce City,Colorado,West
2746,Laurence Greer,Corporate,83501,Lewiston,Idaho,West
162,Erin Erickson,Home Office,98052,Redmond,Washington,West
2385,Janice Frye,Small Business,88001,Las Cruces,New Mexico,West
2385,Janice Frye,Small Business,88001,Las Cruces,New Mexico,West
2579,Marshall Sutherland,Home Office,36869,Phenix City,Alabama,South
817,Rhonda Wong,Consumer,5701,Rutland,Vermont,East
814,Eddie Chandler,Consumer,4072,Saco,Maine,East
2489,Craig Liu,Home Office,94521,Concord,California,West
2489,Craig Liu,Home Office,94521,Concord,California,West
2489,Craig Liu,Home Office,94521,Concord,California,West
1238,April Bowers,Corporate,75104,Cedar Hill,Texas,Central
1238,April Bowers,Corporate,75104,Cedar Hill,Texas,Central
1238,April Bowers,Corporate,75104,Cedar Hill,Texas,Central
1238,April Bowers,Corporate,75104,Cedar Hill,Texas,Central
122,Miriam Proctor,Home Office,93277,Visalia,California,West
1014,Theresa Winters,Home Office,72022,Bryant,Arkansas,South
1014,Theresa Winters,Home Office,72022,Bryant,Arkansas,South
1014,Theresa Winters,Home Office,72022,Bryant,Arkansas,South
474,Rita Kahn Ward,Small Business,4101,Portland,Maine,East
2273,Debra Block,Corporate,78550,Harlingen,Texas,Central
2099,Nathan Fox,Home Office,29577,Myrtle Beach,South Carolina,South
2458,Troy Casey,Home Office,55410,Edina,Minnesota,Central
1259,Keith Hobbs,Home Office,40422,Danville,Kentucky,South
1796,Carlos Johnson,Corporate,94110,San Francisco,California,West
1391,Carolyn Greer,Corporate,94086,Sunnyvale,California,West
1392,Leroy Boswell,Corporate,92592,Temecula,California,West
1392,Leroy Boswell,Corporate,92592,Temecula,California,West
24,Edna Thomas,Corporate,92677,Laguna Niguel,California,West
2650,Joanne Chu,Corporate,15234,Baldwin,Pennsylvania,East
2454,Donna Braun,Corporate,35244,Hoover,Alabama,South
1531,Jon Ayers,Consumer,32137,Palm Coast,Florida,South
2954,William Sharma,Consumer,55119,Maplewood,Minnesota,Central
2365,Elisabeth Stephenson,Corporate,77036,Houston,Texas,Central
2018,Tracey Garcia,Corporate,15235,Penn Hills,Pennsylvania,East
228,Colleen Andrews,Small Business,28227,Mint Hill,North Carolina,South
2795,Harry Burns,Consumer,50401,Mason City,Iowa,Central
2797,Cameron Kendall,Consumer,15122,Pittsburgh,Pennsylvania,East
1233,Gary Hester,Consumer,75028,Flower Mound,Texas,Central
1233,Gary Hester,Consumer,75028,Flower Mound,Texas,Central
1938,Franklin Spencer,Corporate,66801,Emporia,Kansas,Central
3299,Stuart McLean,Consumer,33404,Riviera Beach,Florida,South
3299,Stuart McLean,Consumer,33404,Riviera Beach,Florida,South
3299,Stuart McLean,Consumer,33404,Riviera Beach,Florida,South
2489,Craig Liu,Home Office,94521,Concord,California,West
32,Matthew Berman,Corporate,97526,Grants Pass,Oregon,West
865,Dana Burgess,Corporate,46312,East Chicago,Indiana,Central
1613,Gregory Craig,Consumer,2445,Brookline,Massachusetts,East
1611,Dolores Herring,Consumer,6360,Norwich,Connecticut,East
1612,Jeanne Donnelly,Consumer,4106,South Portland,Maine,East
3320,Alicia Maynard,Small Business,38301,Jackson,Tennessee,South
3321,Tina Cameron,Small Business,37604,Johnson City,Tennessee,South
2062,Alfred Singh,Corporate,23111,Mechanicsville,Virginia,South
2092,Milton Pollock,Consumer,35904,Gadsden,Alabama,South
290,Sara O'Connor,Small Business,80538,Loveland,Colorado,West
290,Sara O'Connor,Small Business,80538,Loveland,Colorado,West
2192,Julia Haynes,Home Office,28115,Mooresville,North Carolina,South
2192,Julia Haynes,Home Office,28115,Mooresville,North Carolina,South
883,Alex Harding,Home Office,93422,Atascadero,California,West
1866,Edward Byers,Home Office,5401,Burlington,Vermont,East
1864,Jeff Bennett,Home Office,2840,Middletown,Rhode Island,East
3206,Dana Rankin,Consumer,83301,Twin Falls,Idaho,West
115,Dwight M Carr,Home Office,97128,Mcminnville,Oregon,West
1480,Yvonne Ryan,Consumer,53110,Cudahy,Wisconsin,Central
1480,Yvonne Ryan,Consumer,53110,Cudahy,Wisconsin,Central
2426,Dorothy Holt,Small Business,75061,Irving,Texas,Central
2426,Dorothy Holt,Small Business,75061,Irving,Texas,Central
3096,Mike Howard,Consumer,43026,Hilliard,Ohio,East
3096,Mike Howard,Consumer,43026,Hilliard,Ohio,East
3096,Mike Howard,Consumer,43026,Hilliard,Ohio,East
2714,Regina Phillips,Corporate,49508,Kentwood,Michigan,Central
2641,Juanita Bennett,Home Office,33023,Miramar,Florida,South
2641,Juanita Bennett,Home Office,33023,Miramar,Florida,South
2641,Juanita Bennett,Home Office,33023,Miramar,Florida,South
883,Alex Harding,Home Office,93422,Atascadero,California,West
463,Debbie Stevenson,Small Business,90069,West Hollywood,California,West
767,Jeffrey Mueller,Corporate,61201,Rock Island,Illinois,Central
768,Nathan Lowry Shea,Corporate,61107,Rockford,Illinois,Central
2688,Helen Proctor,Home Office,4005,Biddeford,Maine,East
2691,Frances Berman,Home Office,7940,Madison,New Jersey,East
2358,Danielle Baird,Home Office,33311,Fort Lauderdale,Florida,South
2358,Danielle Baird,Home Office,33311,Fort Lauderdale,Florida,South
186,Johnny Finley,Small Business,1580,Westborough,Massachusetts,East
25,Virginia Hardison,Corporate,92530,Lake Elsinore,California,West
25,Virginia Hardison,Corporate,92530,Lake Elsinore,California,West
25,Virginia Hardison,Corporate,92530,Lake Elsinore,California,West
25,Virginia Hardison,Corporate,92530,Lake Elsinore,California,West
2710,Marvin Reeves McMillan,Consumer,21221,Essex,Maryland,East
2741,Megan York,Small Business,83605,Caldwell,Idaho,West
2153,Anna Glenn,Home Office,91104,Pasadena,California,West
2153,Anna Glenn,Home Office,91104,Pasadena,California,West
2282,Jimmy Waters,Home Office,53713,Fitchburg,Wisconsin,Central
2282,Jimmy Waters,Home Office,53713,Fitchburg,Wisconsin,Central
2282,Jimmy Waters,Home Office,53713,Fitchburg,Wisconsin,Central
1693,Melinda Thornton,Consumer,20190,Reston,Virginia,South
357,Barbara McNamara,Corporate,86401,Kingman,Arizona,West
357,Barbara McNamara,Corporate,86401,Kingman,Arizona,West
357,Barbara McNamara,Corporate,86401,Kingman,Arizona,West
2720,Donna Block,Small Business,30721,Dalton,Georgia,South
2812,Amy Boyd,Corporate,37042,Clarksville,Tennessee,South
3208,Jackie Wu,Corporate,94704,Berkeley,California,West
3208,Jackie Wu,Corporate,94704,Berkeley,California,West
1625,Molly Browning,Home Office,11542,Glen Cove,New York,East
1907,Amy Hall,Small Business,44052,Lorain,Ohio,East
1577,Betty Buckley,Corporate,92253,La Quinta,California,West
2699,Marcia Greenberg,Home Office,86442,Bullhead City,Arizona,West
600,Vickie Morse,Corporate,21136,Reisterstown,Maryland,East
2720,Donna Block,Small Business,30721,Dalton,Georgia,South
1234,Vickie Howe Lawrence,Consumer,76106,Fort Worth,Texas,Central
1234,Vickie Howe Lawrence,Consumer,76106,Fort Worth,Texas,Central
745,Mary Page,Corporate,85345,Peoria,Arizona,West
745,Mary Page,Corporate,85345,Peoria,Arizona,West
73,April Winters,Small Business,2331,Duxbury,Massachusetts,East
383,Renee Alston,Corporate,19026,Drexel Hill,Pennsylvania,East
383,Renee Alston,Corporate,19026,Drexel Hill,Pennsylvania,East
1782,Lawrence Dennis,Home Office,92672,San Clemente,California,West
1793,Derek Jernigan,Home Office,61401,Galesburg,Illinois,Central
2784,Rebecca Abrams,Corporate,74801,Shawnee,Oklahoma,Central
78,Hannah Grant,Small Business,5201,Bennington,Vermont,East
75,Tamara Yates,Small Business,8701,Lakewood,New Jersey,East
76,Glen Weeks,Small Business,7470,Wayne,New Jersey,East
77,Jan Kaufman Parrish,Small Business,7481,Wyckoff,New Jersey,East
2912,Hannah Carver,Home Office,58201,Grand Forks,North Dakota,Central
2912,Hannah Carver,Home Office,58201,Grand Forks,North Dakota,Central
26,Marguerite Kane,Corporate,92630,Lake Forest,California,West
26,Marguerite Kane,Corporate,92630,Lake Forest,California,West
2574,William McDonald,Consumer,36608,Mobile,Alabama,South
1918,Hannah Tyson,Home Office,72450,Paragould,Arkansas,South
1808,Joyce Knox,Home Office,26101,Parkersburg,West Virginia,East
1808,Joyce Knox,Home Office,26101,Parkersburg,West Virginia,East
824,Joann Moser,Home Office,37174,Spring Hill,Tennessee,South
824,Joann Moser,Home Office,37174,Spring Hill,Tennessee,South
49,Terri Lyons,Corporate,60107,Streamwood,Illinois,Central
613,Lynda Martinez,Home Office,97301,Salem,Oregon,West
228,Colleen Andrews,Small Business,28227,Mint Hill,North Carolina,South
333,Karl Holloway,Home Office,5451,Essex Junction,Vermont,East
701,Christine Gardner,Consumer,90405,Santa Monica,California,West
1667,Brad Pearce,Consumer,32720,Deland,Florida,South
2533,Eva Wagner,Small Business,6770,Naugatuck,Connecticut,East
2535,Mike Haas,Small Business,2492,Needham,Massachusetts,East
2536,Kent Hoover,Small Business,2358,North Pembroke,Massachusetts,East
2058,Louise Webster Sharma,Corporate,28601,Hickory,North Carolina,South
2058,Louise Webster Sharma,Corporate,28601,Hickory,North Carolina,South
267,Marilyn Blalock,Corporate,78589,San Juan,Texas,Central
267,Marilyn Blalock,Corporate,78589,San Juan,Texas,Central
2931,Faye Hanna,Small Business,95630,El Dorado Hills,California,West
1536,Milton Padgett,Consumer,92253,La Quinta,California,West
1620,Gerald Petty,Consumer,17602,Lancaster,Pennsylvania,East
830,Douglas Sutton,Corporate,80033,Wheat Ridge,Colorado,West
1893,Melanie Burgess,Consumer,63119,Webster Groves,Missouri,Central
510,Gregory Rao,Consumer,95336,Manteca,California,West
1113,Julia Reynolds,Corporate,80004,Arvada,Colorado,West
1113,Julia Reynolds,Corporate,80004,Arvada,Colorado,West
1183,Becky O'Brien,Home Office,84663,Springville,Utah,West
2426,Dorothy Holt,Small Business,75061,Irving,Texas,Central
2745,Arnold Gay,Corporate,85224,Chandler,Arizona,West
1185,Lee Xu,Consumer,35756,Madison,Alabama,South
576,Gordon Lyon,Corporate,91767,Pomona,California,West
271,Sam Rouse,Home Office,30297,Forest Park,Georgia,South
1824,Bobby Dorsey,Corporate,11801,Hicksville,New York,East
1824,Bobby Dorsey,Corporate,11801,Hicksville,New York,East
1121,Tonya Proctor,Consumer,92592,Temecula,California,West
1121,Tonya Proctor,Consumer,92592,Temecula,California,West
2545,Rick Ellis,Home Office,22153,Springfield,Virginia,South
3218,Ricky Y Newman,Home Office,31313,Hinesville,Georgia,South
3394,Julia Padgett,Consumer,98373,Puyallup,Washington,West
2290,Glen Robertson,Home Office,55433,Coon Rapids,Minnesota,Central
2290,Glen Robertson,Home Office,55433,Coon Rapids,Minnesota,Central
2290,Glen Robertson,Home Office,55433,Coon Rapids,Minnesota,Central
887,Cindy Hinton,Home Office,78745,Austin,Texas,Central
2489,Craig Liu,Home Office,94521,Concord,California,West
2490,Pauline Finch,Home Office,92627,Costa Mesa,California,West
132,Ron Dillon,Corporate,97035,Lake Oswego,Oregon,West
1799,Jordan Marsh,Corporate,50021,Ankeny,Iowa,Central
691,Alicia Curtis,Home Office,98408,Tacoma,Washington,West
691,Alicia Curtis,Home Office,98408,Tacoma,Washington,West
691,Alicia Curtis,Home Office,98408,Tacoma,Washington,West
907,Rachel Casey,Home Office,42420,Henderson,Kentucky,South
1961,Jacqueline McMahon,Home Office,48073,Royal Oak,Michigan,Central
1961,Jacqueline McMahon,Home Office,48073,Royal Oak,Michigan,Central
753,Elisabeth Massey,Corporate,86301,Prescott,Arizona,West
3292,Clarence Davis,Corporate,7621,Bergenfield,New Jersey,East
825,Marvin Hunt,Home Office,79605,Abilene,Texas,Central
854,Karen Hendricks,Corporate,6405,Branford,Connecticut,East
855,Jacob Lanier,Corporate,6810,Danbury,Connecticut,East
851,Helen H Heller,Corporate,91745,Hacienda Heights,California,West
858,Arthur Brady,Corporate,4240,Lewiston,Maine,East
1770,Samantha Allen,Home Office,60201,Evanston,Illinois,Central
1770,Samantha Allen,Home Office,60201,Evanston,Illinois,Central
1770,Samantha Allen,Home Office,60201,Evanston,Illinois,Central
3087,Kevin Randall Briggs,Consumer,33334,Oakland Park,Florida,South
1544,Joanna Beatty,Corporate,60544,Plainfield,Illinois,Central
1547,Jean Bryan,Corporate,46368,Portage,Indiana,Central
2984,Kelly Burnette,Corporate,55345,Minnetonka,Minnesota,Central
2915,Vivian Hunt,Home Office,50322,Urbandale,Iowa,Central
1347,Vivian Goldstein,Home Office,33511,Brandon,Florida,South
1288,Joann Hensley,Corporate,1749,Hudson,Massachusetts,East
1286,Sandra Moran,Corporate,47274,Seymour,Indiana,Central
1286,Sandra Moran,Corporate,47274,Seymour,Indiana,Central
210,Floyd Dale,Home Office,12180,Troy,New York,East
3044,Alfred F Dixon,Corporate,66044,Lawrence,Kansas,Central
3044,Alfred F Dixon,Corporate,66044,Lawrence,Kansas,Central
3045,Jordan Beard,Corporate,66048,Leavenworth,Kansas,Central
232,Sandy Holmes,Small Business,60302,Oak Park,Illinois,Central
232,Sandy Holmes,Small Business,60302,Oak Park,Illinois,Central
232,Sandy Holmes,Small Business,60302,Oak Park,Illinois,Central
1241,Bradley Schroeder,Small Business,36830,Auburn,Alabama,South
1241,Bradley Schroeder,Small Business,36830,Auburn,Alabama,South
1241,Bradley Schroeder,Small Business,36830,Auburn,Alabama,South
2245,Ben P Bowen,Corporate,11561,Long Beach,New York,East
2245,Ben P Bowen,Corporate,11561,Long Beach,New York,East
1324,Frances Ray,Small Business,4401,Bangor,Maine,East
1250,Kara Patton,Corporate,60110,Carpentersville,Illinois,Central
1250,Kara Patton,Corporate,60110,Carpentersville,Illinois,Central
1828,Stacey Lucas,Corporate,50613,Cedar Falls,Iowa,Central
1828,Stacey Lucas,Corporate,50613,Cedar Falls,Iowa,Central
1828,Stacey Lucas,Corporate,50613,Cedar Falls,Iowa,Central
1829,Suzanne Cochran,Corporate,52402,Cedar Rapids,Iowa,Central
1829,Suzanne Cochran,Corporate,52402,Cedar Rapids,Iowa,Central
1829,Suzanne Cochran,Corporate,52402,Cedar Rapids,Iowa,Central
1126,Arlene Lutz,Consumer,75116,Duncanville,Texas,Central
152,Kent Kerr,Home Office,37918,Knoxville,Tennessee,South
2968,Miriam Bowman,Small Business,33021,Hollywood,Florida,South
2968,Miriam Bowman,Small Business,33021,Hollywood,Florida,South
375,Sandra Sharma,Small Business,37814,Morristown,Tennessee,South
375,Sandra Sharma,Small Business,37814,Morristown,Tennessee,South
375,Sandra Sharma,Small Business,37814,Morristown,Tennessee,South
2430,Kimberly Reilly,Home Office,76541,Killeen,Texas,Central
2430,Kimberly Reilly,Home Office,76541,Killeen,Texas,Central
954,Tony Chandler,Small Business,75067,Highland Village,Texas,Central
954,Tony Chandler,Small Business,75067,Highland Village,Texas,Central
2720,Donna Block,Small Business,30721,Dalton,Georgia,South
1850,Jimmy Boswell,Consumer,35630,Florence,Alabama,South
210,Floyd Dale,Home Office,12180,Troy,New York,East
1026,Eugene Kerr,Small Business,11722,Central Islip,New York,East
2822,Rosemary Howell,Corporate,83701,Boise,Idaho,West
3109,Samuel Simmons,Small Business,83201,Pocatello,Idaho,West
2797,Cameron Kendall,Consumer,15122,Pittsburgh,Pennsylvania,East
3197,Wallace Pugh,Home Office,60062,Northbrook,Illinois,Central
750,Jordan Wilkinson,Corporate,41042,Florence,Kentucky,South
750,Jordan Wilkinson,Corporate,41042,Florence,Kentucky,South
3225,Robyn Crawford,Small Business,38138,Germantown,Tennessee,South
305,Gayle Christian,Consumer,21128,Perry Hall,Maryland,East
688,Ashley Reese,Small Business,63116,Saint Louis,Missouri,Central
2033,Shirley Garner,Consumer,32765,Oviedo,Florida,South
2033,Shirley Garner,Consumer,32765,Oviedo,Florida,South
2033,Shirley Garner,Consumer,32765,Oviedo,Florida,South
534,Geoffrey Ayers,Corporate,63043,Maryland Heights,Missouri,Central
534,Geoffrey Ayers,Corporate,63043,Maryland Heights,Missouri,Central
534,Geoffrey Ayers,Corporate,63043,Maryland Heights,Missouri,Central
540,Ruth Lamm,Small Business,60061,Vernon Hills,Illinois,Central
540,Ruth Lamm,Small Business,60061,Vernon Hills,Illinois,Central
1211,Debra Proctor,Corporate,46806,Fort Wayne,Indiana,Central
1890,Marcia Bullock,Home Office,43130,Lancaster,Ohio,East
2729,Penny O Caldwell,Consumer,98226,Bellingham,Washington,West
813,Stacy Wilkinson,Corporate,4011,Brunswick,Maine,East
2859,Brad H Blake,Corporate,32601,Gainesville,Florida,South
1975,Jennifer Grant,Consumer,48227,Detroit,Michigan,Central
1975,Jennifer Grant,Consumer,48227,Detroit,Michigan,Central
1975,Jennifer Grant,Consumer,48227,Detroit,Michigan,Central
1547,Jean Bryan,Corporate,46368,Portage,Indiana,Central
3338,Constance Robertson,Consumer,33614,Tampa,Florida,South
1341,Edward Bynum,Home Office,17201,Chambersburg,Pennsylvania,East
1341,Edward Bynum,Home Office,17201,Chambersburg,Pennsylvania,East
2644,Alfred Moran,Consumer,74601,Ponca City,Oklahoma,Central
2644,Alfred Moran,Consumer,74601,Ponca City,Oklahoma,Central
1250,Kara Patton,Home Office,60110,Carpentersville,Illinois,Central
1108,Dwight Bishop,Consumer,75146,Lancaster,Texas,Central
3154,Faye Manning,Corporate,33710,Saint Petersburg,Florida,South
3155,Julian Keith Mayer,Corporate,32771,Sanford,Florida,South
3155,Julian Keith Mayer,Corporate,32771,Sanford,Florida,South
