Row ID,Order ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Day-of-the-month,Week,Month,Quarter,Year,Process Time Difference
21036,88408,Not Specified,0.05,2.6,2.4,2114,Paige Mason,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,South,Virginia,Norfolk,23518,4/19/2012,4/20/2012,97.698,12,33.14,19,16,4,2,2012,1 days 0 hrs 0 mins 
21037,86359,Low,0.04,90.98,56.2,914,Marianne Cochran,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,Central,Texas,Brownsville,78521,2/7/2012,2/14/2012,-1036.92,10,905.82,7,6,2,1,2012,7 days 0 hrs 0 mins 
21038,87270,Not Specified,0.06,56.96,13.22,973,Victor Godfrey,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",0.56,West,California,Rocklin,95677,11/9/2013,11/11/2013,270.84288,23,1243.64,9,45,11,4,2013,2 days 0 hrs 0 mins 
21039,87270,Not Specified,0.07,73.98,4,973,Victor Godfrey,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.79,West,California,Rocklin,95677,11/9/2013,11/10/2013,55.80528,19,1412.3,9,45,11,4,2013,1 days 0 hrs 0 mins 
21040,89426,Low,0.08,399.98,12.06,166,Vicki Hauser,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,0.56,South,Tennessee,Lebanon,37087,1/11/2010,1/18/2010,28.5141,5,1839.91,11,3,1,1,2010,7 days 0 hrs 0 mins 
21041,90952,Not Specified,0.05,4.98,0.49,2639,Marianne Connor,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery White Multi-Purpose Labels,0.39,West,New Mexico,Roswell,88201,9/19/2010,9/19/2010,3.84,3,14.2,19,39,9,3,2010,0 days 0 hrs 0 mins 
21042,86115,Not Specified,0.05,3.69,0.5,3043,Ruby Horowitz,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,Central,Kansas,Kansas City,66104,4/5/2013,4/7/2013,29.6907,12,43.03,5,14,4,2,2013,2 days 0 hrs 0 mins 
21043,86115,Not Specified,0.08,3.14,1.92,3043,Ruby Horowitz,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,0.84,Central,Kansas,Kansas City,66104,4/5/2013,4/5/2013,-47.75,7,20.74,5,14,4,2,2013,0 days 0 hrs 0 mins 
21044,90287,High,0.07,9.74,5.71,1831,Audrey Hendricks,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Staples 10"" Round Wall Clock",0.41,East,Pennsylvania,Monroeville,15146,11/18/2012,11/19/2012,29.282,36,344.03,18,47,11,4,2012,1 days 0 hrs 0 mins 
21045,91259,Critical,0.06,7.59,4,1983,Gene Wu Vaughan,Express Air,Consumer,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",0.42,South,South Carolina,Greer,29651,4/28/2013,4/29/2013,-328.706,2,16.38,28,18,4,2,2013,1 days 0 hrs 0 mins 
21046,90488,Critical,0.06,47.98,3.61,3255,Maureen Whitley,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,South,Florida,Tamarac,33319,8/18/2010,8/20/2010,596.808,2,97.96,18,34,8,3,2010,2 days 0 hrs 0 mins 
21047,89498,Not Specified,0.09,14.27,7.27,2825,Carole Rosen,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",0.38,West,Idaho,Boise,83701,9/12/2011,9/12/2011,-14.352,1,28.75,12,38,9,3,2011,0 days 0 hrs 0 mins 
21048,89498,Not Specified,0.06,6783.02,24.49,2825,Carole Rosen,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,0.39,West,Idaho,Boise,83701,9/12/2011,9/14/2011,-10263.6597,2,9507.12,12,38,9,3,2011,2 days 0 hrs 0 mins 
21049,89498,Not Specified,0,8.14,3.12,2825,Carole Rosen,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",0.45,West,Idaho,Boise,83701,9/12/2011,9/13/2011,56.75,21,175.78,12,38,9,3,2011,1 days 0 hrs 0 mins 
21050,88506,Not Specified,0.03,2.84,5.44,688,Ashley Reese,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Round Ring Poly Binders,0.36,Central,Missouri,Saint Louis,63116,11/21/2011,11/22/2011,20.4033,23,73.06,21,48,11,4,2011,1 days 0 hrs 0 mins 
21051,88506,Not Specified,0,10.98,5.14,688,Ashley Reese,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Imprintable Covers,0.36,Central,Missouri,Saint Louis,63116,11/21/2011,11/22/2011,17.0918,11,126.34,21,48,11,4,2011,1 days 0 hrs 0 mins 
21052,90974,Low,0.08,51.75,19.99,326,Brenda May,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,Central,Illinois,Batavia,60510,4/1/2011,4/8/2011,135.79,5,249.95,1,14,4,2,2011,7 days 0 hrs 0 mins 
21053,90974,Low,0.1,55.29,5.08,326,Brenda May,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Recycled Steel Personal File for Standard File Folders,0.59,Central,Illinois,Batavia,60510,4/1/2011,4/3/2011,103.38,4,204.3,1,14,4,2,2011,2 days 0 hrs 0 mins 
21054,91093,Not Specified,0.01,2.94,0.96,143,Leigh Ivey,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,East,Connecticut,Norwich,6360,1/24/2012,1/26/2012,3.0856,8,24.27,24,4,1,1,2012,2 days 0 hrs 0 mins 
21055,91093,Not Specified,0.06,11.58,6.97,141,Toni Daly,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,West,California,Visalia,93277,1/24/2012,1/26/2012,-15.7108,12,135.14,24,4,1,1,2012,2 days 0 hrs 0 mins 
21056,86961,High,0.06,4.91,4.97,1828,Stacey Lucas,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.38,Central,Iowa,Cedar Falls,50613,7/4/2011,7/6/2011,-18.3425,2,11.63,4,28,7,3,2011,2 days 0 hrs 0 mins 
21057,88189,Critical,0.01,17.07,8.13,1357,Marguerite Yu,Express Air,Home Office,Office Supplies,Envelopes,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",0.38,Central,Texas,Weslaco,78596,10/24/2012,10/25/2012,54.7124,15,266.06,24,43,10,4,2012,1 days 0 hrs 0 mins 
21058,91264,Critical,0.1,9.68,2.03,1893,Melanie Burgess,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",0.37,Central,Missouri,Webster Groves,63119,12/18/2012,12/20/2012,1.905,3,27.15,18,51,12,4,2012,2 days 0 hrs 0 mins 
21059,90796,High,0.01,500.98,26,1595,Chad Henson,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,0.6,East,West Virginia,Huntington,25705,11/11/2010,11/12/2010,5078.538,14,7360.2,11,46,11,4,2010,1 days 0 hrs 0 mins 
21060,90796,High,0.08,9.77,6.02,1595,Chad Henson,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,East,West Virginia,Huntington,25705,11/11/2010,11/12/2010,23.276,9,89.06,11,46,11,4,2010,1 days 0 hrs 0 mins 
21061,90796,High,0.09,3.28,0.98,1595,Chad Henson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 329,0.59,East,West Virginia,Huntington,25705,11/11/2010,11/13/2010,17.754,42,134.97,11,46,11,4,2010,2 days 0 hrs 0 mins 
21062,88309,Not Specified,0.03,77.51,4,2579,Marshall Sutherland,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76,South,Alabama,Phenix City,36869,7/12/2013,7/14/2013,-153.874,1,78.77,12,28,7,3,2013,2 days 0 hrs 0 mins 
21063,86605,High,0.06,350.98,30,1836,Dwight Albright Huffman,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,West,California,San Francisco,94110,12/10/2012,12/11/2012,2863.545,12,4291.43,10,50,12,4,2012,1 days 0 hrs 0 mins 
21064,89307,High,0.02,65.99,8.99,2442,Natalie Aldridge,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5180,0.56,South,Florida,Merritt Island,32953,2/1/2012,2/3/2012,12.492,1,62.64,1,5,2,1,2012,2 days 0 hrs 0 mins 
21065,87633,High,0.09,363.25,19.99,2884,Stuart C Robinson,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,East,Ohio,North Ridgeville,44039,6/5/2010,6/6/2010,1231.6569,5,1785.01,5,23,6,2,2010,1 days 0 hrs 0 mins 
21066,88405,Critical,0.07,226.67,28.16,2114,Paige Mason,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon GuestStacker Chair,0.59,South,Virginia,Norfolk,23518,8/26/2010,8/27/2010,53.1144,1,255.83,26,35,8,3,2010,1 days 0 hrs 0 mins 
21067,88405,Critical,0.08,20.98,53.03,2114,Paige Mason,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,South,Virginia,Norfolk,23518,8/26/2010,8/28/2010,8.742,20,421.18,26,35,8,3,2010,2 days 0 hrs 0 mins 
21068,89886,Medium,0.06,328.14,91.05,1653,Charles Cline,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",0.57,West,California,Thousand Oaks,91360,3/28/2011,3/30/2011,-431.45,1,334.3,28,14,3,1,2011,2 days 0 hrs 0 mins 
21069,86940,Low,0.03,12.07,6.2,2018,Tracey Garcia,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Eldon® 500 Class™ Desk Accessories,0.52,East,Pennsylvania,Penn Hills,15235,2/10/2012,2/10/2012,27.3585,3,39.65,10,6,2,1,2012,0 days 0 hrs 0 mins 
21070,86940,Low,0.04,125.99,4.2,2018,Tracey Garcia,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,i1000plus,0.57,East,Pennsylvania,Penn Hills,15235,2/10/2012,2/10/2012,751.9344,10,1089.76,10,6,2,1,2012,0 days 0 hrs 0 mins 
21071,86740,Critical,0.01,13.48,4.51,1452,Jessica Teague,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",0.59,East,Connecticut,Watertown,6795,5/17/2011,5/18/2011,10.18,13,175.07,17,21,5,2,2011,1 days 0 hrs 0 mins 
21072,86710,Critical,0.07,1500.97,29.7,1445,Victor Hansen,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,0.57,Central,Missouri,Ferguson,63135,4/3/2011,4/4/2011,-3461.121,1,1409.86,3,15,4,2,2011,1 days 0 hrs 0 mins 
21073,87698,Not Specified,0.01,4.98,7.44,2301,Sally Padgett,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1922,0.36,South,Florida,Palm Harbor,34683,12/30/2012,1/1/2013,236.6712,20,107.35,30,53,12,4,2012,2 days 0 hrs 0 mins 
21074,88774,Critical,0.1,18.99,5.23,2984,Kelly Burnette,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Poly Designer Cover & Back,0.37,Central,Minnesota,Minnetonka,55345,8/21/2011,8/23/2011,167.1882,14,246.35,21,35,8,3,2011,2 days 0 hrs 0 mins 
21075,86253,Medium,0.07,6.98,2.83,546,Pam Francis,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,0.37,Central,Texas,San Marcos,78666,7/29/2011,7/31/2011,46.7475,10,67.75,29,31,7,3,2011,2 days 0 hrs 0 mins 
21076,89846,Medium,0.05,160.98,30,3092,Eric Dennis,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,East,New York,Schenectady,12306,9/23/2013,9/25/2013,683.6184,21,3227.3,23,39,9,3,2013,2 days 0 hrs 0 mins 
21077,90588,Critical,0.05,6.04,2.14,936,Robyn Garner,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",0.38,West,California,Redlands,92374,2/17/2010,2/19/2010,-4.14,1,8.41,17,8,2,1,2010,2 days 0 hrs 0 mins 
21078,89691,Low,0.1,6.48,7.37,1347,Vivian Goldstein,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 210,0.37,South,Florida,Brandon,33511,3/9/2013,3/11/2013,-313.4523,10,64.78,9,10,3,1,2013,2 days 0 hrs 0 mins 
21079,89691,Low,0.07,17.7,9.47,1347,Vivian Goldstein,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Portfile® Personal File Boxes,0.59,South,Florida,Brandon,33511,3/9/2013,3/9/2013,-874.006,7,125.75,9,10,3,1,2013,0 days 0 hrs 0 mins 
21080,91267,Medium,0.08,95.95,74.35,1565,Carl Solomon,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Bevis Steel Folding Chairs,0.57,South,Florida,Deerfield Beach,33441,12/15/2012,12/16/2012,246.66,11,1068.22,15,50,12,4,2012,1 days 0 hrs 0 mins 
21081,87594,Low,0.02,145.45,17.85,1195,Kara Payne,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,East,Maine,Biddeford,4005,6/15/2011,6/15/2011,-227.15352,2,300.78,15,25,6,2,2011,0 days 0 hrs 0 mins 
21082,88976,Critical,0.03,35.44,7.5,2770,Joel Burnette,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1906,0.38,South,Georgia,Dunwoody,30338,8/12/2011,8/13/2011,5351.2413,7,254.42,12,33,8,3,2011,1 days 0 hrs 0 mins 
21083,88976,Critical,0.1,3.28,3.97,2770,Joel Burnette,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,South,Georgia,Dunwoody,30338,8/12/2011,8/15/2011,-330.568,2,7.67,12,33,8,3,2011,3 days 0 hrs 0 mins 
21084,89299,High,0.05,58.1,1.49,2443,Danny Richmond,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,0.38,South,Florida,Miami,33142,1/18/2010,1/18/2010,1633.986,13,739.06,18,4,1,1,2010,0 days 0 hrs 0 mins 
21085,91219,Low,0.07,49.43,19.99,3089,Sandy Cannon,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",0.57,Central,Kansas,Leawood,66209,7/24/2010,7/29/2010,-122.77,6,281.82,24,30,7,3,2010,5 days 0 hrs 0 mins 
21086,88677,Low,0.04,22.72,8.99,665,Miriam Mueller,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.44,South,Tennessee,Murfreesboro,37130,1/16/2010,1/20/2010,-678.496,9,202.41,16,3,1,1,2010,4 days 0 hrs 0 mins 
21087,90699,Low,0.07,4.26,1.2,432,Peter Creech,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,East,Connecticut,Bristol,6010,9/23/2012,9/25/2012,38.11,23,93.53,23,39,9,3,2012,2 days 0 hrs 0 mins 
21088,90699,Low,0.09,2.88,1.01,435,Elisabeth Bullock,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Sanford Colorific Colored Pencils, 12/Box",0.55,East,Maine,Portland,4101,9/23/2012,9/28/2012,-1.62,8,22.7,23,39,9,3,2012,5 days 0 hrs 0 mins 
21089,88931,High,0.1,9.65,6.22,380,Marian Bryant,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",0.55,Central,Illinois,Belvidere,61008,7/31/2011,7/31/2011,-79.72,15,142.6,31,32,7,3,2011,0 days 0 hrs 0 mins 
21090,88931,High,0.04,24.92,12.98,383,Renee Alston,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,0.39,East,Pennsylvania,Drexel Hill,19026,7/31/2011,8/1/2011,9.8175,6,154.61,31,32,7,3,2011,1 days 0 hrs 0 mins 
21091,87411,Low,0.03,6.08,1.82,61,Charlotte Stanton,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,0.35,Central,Texas,Rosenberg,77471,10/7/2012,10/16/2012,77.372,20,125.92,7,41,10,4,2012,9 days 0 hrs 0 mins 
21092,89272,Medium,0.09,12.53,7.17,824,Joann Moser,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClick Spines for 32-Hole Punch,0.38,South,Tennessee,Spring Hill,37174,9/5/2013,9/6/2013,758.85,2,27.99,5,36,9,3,2013,1 days 0 hrs 0 mins 
21093,89272,Medium,0.06,19.98,4,824,Joann Moser,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,South,Tennessee,Spring Hill,37174,9/5/2013,9/8/2013,74.544,5,97.07,5,36,9,3,2013,3 days 0 hrs 0 mins 
21094,89272,Medium,0.09,49.34,10.25,824,Joann Moser,Express Air,Small Business,Furniture,Office Furnishings,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,0.57,South,Tennessee,Spring Hill,37174,9/5/2013,9/7/2013,331.782,25,1183.01,5,36,9,3,2013,2 days 0 hrs 0 mins 
21095,89794,Medium,0.06,5.84,1,3051,Josephine Herbert,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",0.38,East,New Jersey,Paterson,7501,4/23/2013,4/24/2013,32.6094,8,47.26,23,17,4,2,2013,1 days 0 hrs 0 mins 
21096,87186,High,0.01,30.97,4,2973,Sally Liu,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Microsoft Multimedia Keyboard,0.74,Central,Wisconsin,New Berlin,53151,10/13/2010,10/15/2010,17.1028,17,523.06,13,42,10,4,2010,2 days 0 hrs 0 mins 
21097,87186,High,0.08,125.99,7.69,2973,Sally Liu,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Timeport L7089,0.58,Central,Wisconsin,New Berlin,53151,10/13/2010,10/15/2010,1269.38196,23,2424.68,13,42,10,4,2010,2 days 0 hrs 0 mins 
21098,90757,Critical,0.1,29.14,4.86,3285,Ricky Garner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",0.38,South,Virginia,Herndon,20170,9/19/2012,9/21/2012,-59.43,18,502.75,19,38,9,3,2012,2 days 0 hrs 0 mins 
21099,86071,Not Specified,0.08,30.98,19.99,2655,Benjamin Lam,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1988,0.4,South,Georgia,Atlanta,30318,10/3/2012,10/5/2012,14.604,15,471.72,3,40,10,4,2012,2 days 0 hrs 0 mins 
21100,86071,Not Specified,0,376.13,85.63,2655,Benjamin Lam,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bretford Rectangular Conference Table Tops,0.74,South,Georgia,Atlanta,30318,10/3/2012,10/4/2012,-164.0268,23,7092.73,3,40,10,4,2012,1 days 0 hrs 0 mins 
21101,91272,Medium,0.01,5.98,1.49,613,Lynda Martinez,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,West,Oregon,Salem,97301,9/17/2011,9/18/2011,26.894,9,55.05,17,38,9,3,2011,1 days 0 hrs 0 mins 
21102,87030,Not Specified,0.04,6.48,9.54,2512,Frances Holt,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1905,0.37,East,Massachusetts,Cambridge,2138,6/15/2010,6/17/2010,-223.944,19,125.37,15,25,6,2,2010,2 days 0 hrs 0 mins 
21103,89520,Critical,0.09,2.88,0.7,152,Kent Kerr,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 335,0.56,South,Tennessee,Knoxville,37918,1/15/2010,1/16/2010,-172.718,2,5.5,15,3,1,1,2010,1 days 0 hrs 0 mins 
21104,86585,High,0.1,152.48,4,1139,Stacey Davenport,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.79,Central,Texas,The Woodlands,77381,5/6/2013,5/8/2013,14.85,12,1745.59,6,19,5,2,2013,2 days 0 hrs 0 mins 
21105,86585,High,0.08,35.41,1.99,1139,Stacey Davenport,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,Central,Texas,The Woodlands,77381,5/6/2013,5/8/2013,238.2708,10,345.32,6,19,5,2,2013,2 days 0 hrs 0 mins 
21106,87132,Not Specified,0.03,54.96,10.75,2026,Keith Pittman,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1940,0.36,Central,Wisconsin,Appleton,54915,12/22/2013,12/25/2013,869.7105,22,1260.45,22,52,12,4,2013,3 days 0 hrs 0 mins 
21107,89785,Low,0.1,1.76,0.7,1763,Lucy Levine,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,South,Florida,Deltona,32725,11/25/2012,11/29/2012,10.29,20,33.53,25,48,11,4,2012,4 days 0 hrs 0 mins 
21108,87906,Medium,0.05,5.28,5.06,412,Paige Bowden,Regular Air,Consumer,Office Supplies,Paper,Small Box,Astroparche® Fine Business Paper,0.37,East,Maine,Bangor,4401,5/14/2011,5/15/2011,-62.97,13,72.25,14,20,5,2,2011,1 days 0 hrs 0 mins 
21109,87906,Medium,0.09,35.77,9.02,415,Jimmy Woodward,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",0.75,East,New Jersey,Irvington,7111,5/14/2011,5/15/2011,-213.18,9,296.34,14,20,5,2,2011,1 days 0 hrs 0 mins 
21110,86639,Low,0,20.99,3.3,759,Bernice F Day,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory39,0.81,Central,Illinois,Quincy,62301,5/29/2010,6/5/2010,-92.961,5,92.96,29,22,5,2,2010,7 days 0 hrs 0 mins 
21111,86428,Medium,0.04,39.24,1.99,2954,William Sharma,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Verbatim DVD-R 4.7GB authoring disc,0.51,Central,Minnesota,Maplewood,55119,2/19/2011,2/20/2011,-74.85,1,38.42,19,8,2,1,2011,1 days 0 hrs 0 mins 
21112,86428,Medium,0.08,119.99,56.14,2954,William Sharma,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,Central,Minnesota,Maplewood,55119,2/19/2011,2/21/2011,40.76,8,949.72,19,8,2,1,2011,2 days 0 hrs 0 mins 
21113,86428,Medium,0.01,80.98,35,2954,William Sharma,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",0.83,Central,Minnesota,Maplewood,55119,2/19/2011,2/20/2011,-849.18,9,738.01,19,8,2,1,2011,1 days 0 hrs 0 mins 
21114,89147,High,0,7.38,11.51,2685,Kathryn Wolfe,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,0.36,East,New York,Plainview,11803,4/4/2010,4/5/2010,-66.171,2,17.64,4,15,4,2,2010,1 days 0 hrs 0 mins 
21115,86256,High,0.05,8.74,8.29,546,Pam Francis,Express Air,Corporate,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,Central,Texas,San Marcos,78666,3/28/2013,3/29/2013,-86.34,7,62.74,28,13,3,1,2013,1 days 0 hrs 0 mins 
21116,88893,Not Specified,0.04,18.97,9.54,679,Katie Dougherty,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1939,0.37,West,Washington,Spanaway,98387,4/7/2012,4/8/2012,66.14,12,227.75,7,14,4,2,2012,1 days 0 hrs 0 mins 
21117,86012,Critical,0.04,37.7,2.99,451,Joyce Murray,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,West,California,Los Altos,94024,5/27/2010,5/28/2010,299.6739,12,434.31,27,22,5,2,2010,1 days 0 hrs 0 mins 
21118,86012,Critical,0.01,55.99,5,452,Leslie Rowland,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory36,0.83,West,California,Los Banos,93635,5/27/2010,5/28/2010,-235.895,1,51.83,27,22,5,2,2010,1 days 0 hrs 0 mins 
21119,89212,Low,0.06,218.08,18.06,1767,Robert Rollins,Regular Air,Home Office,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",0.57,South,Georgia,Newnan,30265,11/16/2011,11/23/2011,-132.104,30,6226.83,16,47,11,4,2011,7 days 0 hrs 0 mins 
21120,86860,Not Specified,0.07,34.54,14.72,3113,Wayne English,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Recycled Grain Textured Covers,0.37,South,Louisiana,New Iberia,70560,11/17/2010,11/18/2010,-20.18226,17,574.97,17,47,11,4,2010,1 days 0 hrs 0 mins 
21121,86860,Not Specified,0.02,12.28,6.47,3113,Wayne English,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1881,0.38,South,Louisiana,New Iberia,70560,11/17/2010,11/17/2010,-156.9722,9,115.22,17,47,11,4,2010,0 days 0 hrs 0 mins 
21122,86860,Not Specified,0.06,34.58,8.99,3113,Wayne English,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,0.56,South,Louisiana,New Iberia,70560,11/17/2010,11/19/2010,384.5043,13,456.58,17,47,11,4,2010,2 days 0 hrs 0 mins 
21123,86825,Not Specified,0.06,60.98,19.99,1526,Larry Hall,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",0.38,South,Alabama,Birmingham,35211,11/28/2013,11/29/2013,92.994,41,2485.89,28,48,11,4,2013,1 days 0 hrs 0 mins 
